time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_hit_woodwork,statistics_big_chance_missed,statistics_punches,statistics_clearance_off_line,statistics_penalty_conceded,statistics_good_high_claim,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_penalty_won,statistics_error_lead_to_a_goal,statistics_penalty_miss,statistics_own_goals,statistics_penalty_save,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_expected_goals,statistics_expected_assists
Ituano,2023,27,home,Ituano,Londrina,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,3,1,Mazola Júnior,Claudinei Oliveira,Deivity,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,27,home,Ituano,Londrina,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,3,1,Mazola Júnior,Claudinei Oliveira,Marcel,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,27,home,Ituano,Londrina,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,3,1,Mazola Júnior,Claudinei Oliveira,José Aldo,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,27,home,Ituano,Londrina,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,3,1,Mazola Júnior,Claudinei Oliveira,Alejandro Viniegra,18,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,27,home,Ituano,Londrina,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,3,1,Mazola Júnior,Claudinei Oliveira,Rafael Carvalheira,21,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,27,home,Ituano,Londrina,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,3,1,Mazola Júnior,Claudinei Oliveira,Yann Rollim,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Jefferson Paulino,12,G,FALSE,NA,32,22,15,5,1,1,NA,2,2,90,40,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Iury,2,D,FALSE,NA,29,18,3,2,4,2,NA,NA,NA,82,59,6.3,14,NA,NA,1,6,NA,NA,4,3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Claudinho,3,D,FALSE,NA,36,31,4,2,4,6,NA,NA,NA,90,48,6.5,6,NA,NA,1,1,1,1,NA,NA,1,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Rafael Pereira,4,D,FALSE,TRUE,39,36,3,2,4,2,1,NA,NA,90,44,6.4,3,NA,NA,1,2,NA,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Mário Sergio,6,D,FALSE,NA,19,13,NA,NA,1,1,NA,NA,NA,45,32,6.3,10,1,NA,NA,2,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Thiaguinho,8,M,FALSE,NA,37,26,5,3,2,1,NA,NA,NA,90,48,6.4,15,1,NA,1,4,1,1,NA,1,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Marthã Fernando,5,M,FALSE,NA,20,15,1,NA,5,1,NA,NA,NA,62,31,6.7,7,NA,NA,1,5,NA,NA,1,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Hélio Borges,11,M,FALSE,NA,22,16,2,2,5,NA,2,NA,NA,90,44,6.7,18,4,NA,1,3,3,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Eduardo Person,10,M,FALSE,NA,17,12,2,1,5,1,3,NA,NA,62,28,6.3,8,4,1,NA,5,NA,NA,NA,NA,NA,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Felipe Saraiva,7,M,FALSE,NA,13,11,1,NA,8,NA,5,NA,NA,82,31,6.6,6,NA,NA,NA,5,1,1,NA,2,1,NA,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Paulo Victor,9,F,FALSE,NA,16,12,1,1,5,NA,2,NA,NA,90,31,6.7,10,NA,NA,7,14,NA,NA,NA,3,NA,1,NA,2,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Kauan Richard,16,M,TRUE,NA,12,10,NA,NA,2,1,1,NA,NA,45,21,6.6,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,José Aldo,18,M,TRUE,NA,22,16,4,1,NA,1,NA,NA,NA,28,24,6.2,7,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Rafael Carvalheira,21,F,TRUE,NA,15,10,1,NA,NA,NA,NA,NA,NA,28,19,7.1,5,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Matheus Aluisio,13,M,TRUE,NA,6,6,NA,NA,2,NA,1,NA,NA,8,14,7,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Robinho,22,F,TRUE,NA,2,2,NA,NA,2,NA,NA,NA,NA,8,3,6.6,1,NA,NA,1,2,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Deivity,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Vinicius Poz,14,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Marcel,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Lucas Siqueira,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Alejandro Viniegra,20,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,28,away,Vitória,Ituano,Estádio Manoel Barradas,Brasileirão Série B,3,0,Thiago Carpini,Mazola Júnior,Diego Quirino,19,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Jefferson Paulino,12,G,FALSE,NA,33,21,17,6,NA,1,NA,1,1,90,35,7.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Iury,2,D,FALSE,NA,40,30,7,2,7,2,3,NA,NA,90,76,7.3,17,5,1,2,7,2,2,2,3,1,1,2,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Claudinho,3,D,FALSE,NA,34,26,12,5,5,3,2,NA,NA,90,40,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Rafael Pereira,4,D,FALSE,TRUE,33,27,4,2,1,4,1,NA,NA,64,40,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Kauan Richard,6,D,FALSE,NA,30,25,3,2,4,1,NA,NA,NA,80,50,7.2,7,1,1,2,4,NA,NA,1,NA,1,NA,2,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Thiaguinho,8,M,FALSE,NA,26,19,5,3,6,1,1,NA,NA,90,45,7,15,NA,NA,4,9,2,1,NA,2,3,3,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Marthã Fernando,5,M,FALSE,NA,19,14,4,1,10,2,2,NA,NA,65,35,7.2,7,NA,NA,3,5,NA,NA,NA,1,NA,2,NA,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Hélio Borges,11,M,FALSE,NA,29,23,1,1,5,NA,NA,NA,NA,89,51,7,16,3,NA,2,5,4,1,NA,NA,2,1,NA,3,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Eduardo Person,10,M,FALSE,NA,28,16,7,3,4,NA,3,NA,NA,90,50,7,25,8,1,1,6,2,1,1,1,4,NA,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Felipe Saraiva,7,M,FALSE,NA,21,17,1,1,8,NA,5,NA,NA,80,40,7.2,10,1,NA,NA,8,3,2,NA,NA,NA,1,4,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Diego Quirino,9,F,FALSE,NA,17,11,1,1,5,1,2,NA,NA,90,31,6.5,12,NA,NA,6,10,NA,NA,NA,5,NA,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Marcel,14,D,TRUE,NA,4,3,NA,NA,2,3,NA,NA,NA,26,8,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,José Aldo,18,M,TRUE,NA,11,8,2,2,4,NA,NA,NA,NA,25,15,6.8,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Lucas Siqueira,16,M,TRUE,NA,4,2,2,1,2,1,NA,NA,NA,10,11,6.7,3,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Robinho,21,F,TRUE,NA,5,1,1,NA,2,NA,NA,NA,NA,10,8,6.5,5,NA,NA,NA,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Vinicius Oliveira,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Deivity,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Frazan,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Rafael Carvalheira,20,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Matheus Aluisio,13,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Vinicius Faria,22,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,29,away,Botafogo-SP,Ituano,Estádio Santa Cruz,Brasileirão Série B,0,2,Márcio Zanardi,Mazola Júnior,Brayan Kruger,19,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,30,home,Ituano,Atlético Goianiense,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,1,1,Mazola Júnior,Rafael Guanaes,Jefferson Paulino,12,G,FALSE,NA,24,18,10,4,NA,NA,NA,4,4,90,31,7.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,30,home,Ituano,Atlético Goianiense,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,1,1,Mazola Júnior,Rafael Guanaes,Matheus Aluisio,2,D,FALSE,NA,22,14,4,1,5,2,NA,NA,NA,70,43,6.8,15,2,NA,1,3,2,2,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,30,home,Ituano,Atlético Goianiense,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,1,1,Mazola Júnior,Rafael Guanaes,Claudinho,3,D,FALSE,NA,34,27,2,NA,6,14,NA,NA,NA,90,53,7.1,8,NA,NA,1,2,NA,NA,2,NA,NA,5,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ituano,2023,30,home,Ituano,Atlético Goianiense,Estádio Municipal Dr. Novelli Junior,Brasileirão Série B,1,1,Mazola Júnior,Rafael Guanaes,Rafael Pereira,4,D,FALSE,TRUE,17,15,2,NA,NA,4,NA,NA,NA,67,26,6.7,2,NA,NA,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
